title,developer,publisher,genre,na_date,eu_date,jp_date,au_date,asia_date,kr_date,format,media,notes
Metal Gear Solid 2: Sons of Liberty HD Edition,Kojima Productions Armature Studio Aspect Co.,Konami,"Action-adventure, stealth",No,,,,,,,,
Metal Gear Solid 3: Snake Eater HD Edition,Kojima Productions Armature Studio Aspect Co.,Konami,"Action-adventure, stealth",No,,,,,,,,
Metal Max Xeno,"Kadokawa Games , Cattle Call, 24Frame",Kadokawa Games,Role-playing,Yes,,,,,,,,
Metal Slug 3,"SNK , Code Mystics",SNK,Run and gun,Yes (1-2 players),,,,,,,,
Metrico,Digital Dreams,Digital Dreams,Puzzle-platform,No,,,,,,,,
Metropolis: Lux Obscura,Ktulhu Solutions,Sometimes You,Puzzle,No,,,,,,,,
Michael Jackson: The Experience,Ubisoft Shanghai,Ubisoft,Rhythm,Europe only,,,,,,,,
Midnight Deluxe,Petite Games Ratalaika Games,Ratalaika Games,Puzzle,No,,,,,,,,
Mikagami Sumika no Seifuku Katsudō,Prekano,Entergram,Visual novel,Yes,,,,,,,,
Miku Miku Hockey,Sony Computer Entertainment,Sony Computer Entertainment,Sports,No,,,,,,,,
Miku Miku Hockey 2.0,Sony Computer Entertainment,Sony Computer Entertainment,Sports,No,,,,,,,,
Miles & Kilo,Four Horses,Four Horses,Platform,Yes,,,,,,,,
Milo's Quest,Ratalaika Games,Ratalaika Games,Puzzle,Yes,,,,,,,,
Mind Maze,Sometimes You,Sometimes You,Puzzle,No,,,,,,,,
Mind Zero,Acquire ZeroDiv,JP : GungHo Online Entertainment WW : Aksys Games,Dungeon crawler,Yes,,,,,,,,
Minecraft,4J Studios,Sony Computer Entertainment,Sandbox,Yes,,,,,,,,
Minna de Spelunker Z,Tozai Games,Square Enix,Action-adventure,Yes,,,,,,,,
Minutes,Red Phantom Games,Red Phantom Games,Puzzle,Yes,,,,,,,,
Miracle Girls Festival,Sega,Sega,Rhythm,Yes,,,,,,,,
Mixups by POWGI,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Mobile Suit Gundam: Extreme VS-Force,Bandai Namco Entertainment,Bandai Namco Entertainment,Action,Yes,,,,,,,,
Mochi Mochi Boy,Pixelteriyaki,Ratalaika Games,Puzzle,No,,,,,,,,
ModNation Racers: Road Trip,San Diego Studio,Sony Computer Entertainment,Racing,No,,,,,,,,
Moe Moe Daisensou Gendaibaan Plus Plus [ ja ],SystemSoft Alpha,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Moe Moe Niji Taisen (Ryoku) 3 [ ja ],SystemSoft Alpha,SystemSoft Alpha,Turn-based strategy,Yes,,,,,,,,
Monobeno: Pure Smile [ ja ],Lose,Dramatic Create,Visual novel,Yes,,,,,,,,
Monster Hunter Frontier G • Monster Hunter Frontier G6 • Monster Hunter Frontier G7 • Monster Hunter Frontier G8 • Monster Hunter Frontier G9 • Monster Hunter Frontier Z,Capcom,Capcom,Action role-playing,Yes,,,,,,,,
Monster Monpiece,Compile Heart,Compile Heart,Card battle,North America only,,,,,,,,
Monster Radar [ ja ],Sony Computer Entertainment,Sony Computer Entertainment,Adventure,No,,,,,,,,
MonsterBag,Iguanabee,Sony Computer Entertainment,Puzzle-platform,No,,,,,,,,
Mooseman,Morteshka,EastAsiaSoft,Adventure,No,,,,,,,,
Mortal Kombat,NetherRealm Studios,Warner Bros. Interactive Entertainment,Fighting,No,,,,,,,,
"Moshi, Kono Sekai ni Kamisama ga Iru to suru Naraba",Rejet,Rejet,Otome game,Yes,,,,,,,,
MotoGP 13,Milestone srl,Black Bean Games,Racing,No,,,,,,,,
MotoGP 14,Milestone srl,Black Bean Games (EU) Bandai Namco Games (NA),Racing,No,,,,,,,,
MotorStorm: RC,Evolution Studios,Sony Computer Entertainment,Racing,Yes,,,,,,,,
"Motto nee, Chanto Shiyou yo! Plus [ ja ]",Candy Soft,NetRevo,Visual novel,Yes,,,,,,,,
"Mou, Sou Suru Shikanai!",Nihon Kogakuin College of Hachioji Development Team,Grasshopper Manufacture,Puzzle,No,,,,,,,,
Mousecraft,"Crunching Koalas, Curve Studios",Curve Digital,Puzzle,Yes,,,,,,,,
Mr. Pumpkin Adventure,CottonGame Network Tech-nology,Flyhigh Works (JP) Qubic Games (NA),Puzzle,No,,,,,,,,
Ms. Germinator,Creat Studios,Creat Studios,Puzzle,Yes,,,,,,,,
Muramasa Rebirth,Vanillaware,Marvelous AQL (JP) Aksys Games (NA/EU),Action role-playing,Yes,,,,,,,,
Murasaki Baby,Ovosonico,Sony Computer Entertainment,Puzzle,No,,,,,,,,
Murasaki Mist: Akara's Journey,Hollow Games,Hollow Games,Action role-playing,Yes,,,,,,,,
Mushroom Heroes,Hidden Trap,"Hidden Trap, EastAsiaSoft",Platform,No,,,,,,,,
Musou Stars,Omega Force,Koei Tecmo,Hack and slash,Yes,,,,,,,,
Musynx,I-Inferno,PM Studios,Rhythm,No,,,,,,,,
Mutant Mudds Deluxe,Renegade Kid,Renegade Kid,Platform,Yes,,,,,,,,
Mutant Mudds: Super Challenge,Renegade Kid,Nighthawk Interactive,Platform,No,,,,,,,,
Muv-Luv,âge,JP : 5pb. WW : PQube,Visual novel,Yes,,,,,,,,
Muv-Luv Alternative,âge,JP : 5pb. WW : PQube,Visual novel,Yes,,,,,,,,
Muv-Luv Alternative: Total Eclipse - Teito Moyu,âge,5pb.,Visual novel,Yes,,,,,,,,
My Aunt is a Witch,Sometimes You,Sometimes You,Adventure,No,,,,,,,,
My Big Sister,Stranga,Ratalaika Games,Role-playing,No,,,,,,,,
My Name is Mayo,Green Lava Studios,Green Lava Studios,Adventure,No,,,,,,,,
My Singing Monsters,Big Blue Bubble,Big Blue Bubble,Simulation,No,,,,,,,,
Mystery Chronicle: One Way Heroics,Spike Chunsoft,Spike Chunsoft,Roguelike,Yes,,,,,,,,
Mōjūtachi to Ohime-sama,"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Mōjūtachi to Ohime-sama: In Blossom,"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Mōjūzukai to Ōji-sama [ ja ],"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Mōjūzukai to Ōji-sama: Flower & Snow [ ja ],"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
NAX Music Player,Arc System Works,Arc System Works,Application,No,,,,,,,,
NadeRevo!,Jitaku Studio,Entergram,Visual novel,Yes,,,,,,,,
"Naitei! Shūkatsu Kanzen Taisaku ES, SPI, Mensetsu",Media5,Media5,Educational,Yes,,,,,,,,
Nanairo Reincarnation [ ja ],Silky's Plus Alpha,Red Flagship,Visual novel,Yes,,,,,,,,
Natsuiro Kokoro Log [ ja ],Hearts,Dramatic Create,Visual novel,Yes,,,,,,,,
Natsumegu [ ja ],"Cotton Software, Daidai Inc.",TGL,Visual novel,Yes,,,,,,,,
Natural Doctrine,Kadokawa Games,Kadokawa Games,Tactical role-playing,Yes,,,,,,,,
Necrosphere Deluxe,Cat Nigiri,Unties,Platform,No,,,,,,,,
Need a packet?,Sometimes You,Sometimes You,Simulation,No,,,,,,,,
Need for Speed: Most Wanted,Criterion Games,Electronic Arts,Racing,Yes,,,,,,,,
Nekketsu Inō Bukatsu-tan: Trigger Kiss [ ja ],"Otomate , Design Factory",Idea Factory,Otome game,Yes,,,,,,,,
Nekoburo CatsBlock,F K Digital,Arc System Works (JP) Neko Entertainment (NA/EU),Puzzle,Yes,,,,,,,,
Nelke to Densetsu no Renkinjutsushi Tachi ~ Aratana Daichi no Atelier ~,Gust,Koei Tecmo Games,Role-playing,No,,,,,,,,
Neo Angelique: Tenshi no Namida,Ruby Party,Idea Factory,Otome game,Yes,,,,,,,,
Neo Atlas 1469,Artdink,Artdink,Simulation,No,,,,,,,,
Neon Chrome,10tons,10tons,Shooter,Yes,,,,,,,,
Neon Junctions,9 Eyes Game Studio,Ratalaika Games,Puzzle,No,,,,,,,,
Nep-Nep Connect: Chaos Chanpuru,Compile Heart,Compile Heart,Card battle,Yes,,,,,,,,
Net High [ ja ],Marvelous,Marvelous,Visual novel,Yes,,,,,,,,
NeuroVoider,Flying Oak Games,Flying Oak Games,Shooter,No,,,,,,,,
NeverEnd,"Duck, Sometimes You",Sometimes You,Roguelike,Yes,,,,,,,,
Neverending Nightmares,Infinitap Games,Infinitap Games (NA/EU) Playism (JP),Survival horror,Yes,,,,,,,,
New Game! The Challenge Stage,5pb.,5pb.,Visual novel,Yes,,,,,,,,
New Little King's Story,Marvelous AQL,Konami,Action role-playing,Japan/Europe only,,,,,,,,
NextRev Care Manager Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Chūshōkigō Shindan-shi Shiken 1,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Chūshōkigō Shindan-shi Shiken 2,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Eibunhō Tettei Tokkun,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Eiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev FP Ginō Kentei Shiken Ni-kyū,Media5,Media5,Educational,Yes,,,,,,,,
NextRev FP Ginō Kentei Shiken San-kyū,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Gyōsei Shoshi Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Hisho Kentei Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev IT Passport Shiken,Media5,Media5,Educational,Yes,,,,,,,,
"NextRev Jōhō Security Specialist Shiken, Network Specialist Shiken",Media5,Media5,Educational,Yes,,,,,,,,
NextRev Kaigo Fukushi-shi Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Kihonjōhō Gijutsusha Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Shakai Fukushi-shi Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Sharō-shi Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Takken-shi Shiken,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Takken-shi Shiken 2015,Media5,Media5,Educational,Yes,,,,,,,,
NextRev Ōyōjōhō Gijutsusha Shiken,Media5,Media5,Educational,Yes,,,,,,,,
Nicole,Ratalaika Games,EastAsiaSoft,Dating sim,No,,,,,,,,
Nidhogg,"Messhof, Code Mystics",Messhof (NA/EU) Nippon Ichi Software (JP),Fighting,Yes,,,,,,,,
Night Trap: 25th Anniversary Edition,Screaming Villains,Limited Run Games,Adventure,No,,,,,,,,
NightCry,Nude Maker,Playism Games,Survival horror,Yes,,,,,,,,
Nights of Azure,Gust Co. Ltd.,Koei Tecmo,Action role-playing,Yes,,,,,,,,
Nights of Azure 2,Gust Co. Ltd.,Koei Tecmo,Action role-playing,Yes,,,,,,,,
Nihilumbra,BeautiFun Games,BeautiFun Games (NA/EU) Unity Games Japan (JP),Puzzle-platform,No,,,,,,,,
Nihon Mahjong Renmei Kōnin Motto Nijū-bai! Mahjong ga Tsuyoku Naru Hōhō: Hatsu Chūkyū-sha-hen,Kaga Create,Kaga Create,Mahjong,Yes,,,,,,,,
Nihon Pro Mahjong Renmei Suisen Tokoton Mahjong! Joryū Pro ni Chōsen! Tetsuman Megami Special,Kaga Create,Kaga Create,Mahjong,Yes,,,,,,,,
Nikoli no Puzzle V: Bijutsukan,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Hashiwokakero,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Heyawake,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Hitori ni Shite Kure,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Kakuro,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Masyu,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Numberlink,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Nurikabe,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Shikaku,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Shugyoku No Jū-ni Puzzle,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nikoli no Puzzle V: Yajilin,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Nil Admirari no Tenbin: Kuroyuri En'yōtan,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Nil Admirari no Tenbin: Teito Genwaku Kitan,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Ninja Gaiden Sigma 2 Plus,Team Ninja,Tecmo Koei,Action-adventure,Yes,,,,,,,,
Ninja Gaiden Sigma Plus,Team Ninja,Tecmo Koei,Action-adventure,Yes,,,,,,,,
Ninja Senki DX,Tribute Games,Tribute Games,Platform,Yes,,,,,,,,
Ninja Usagimaru: Two Tails of Adventure,F K Digital,JP : Arc System Works WW : Aksys Games,Platform,Yes,,,,,,,,
Ninki Seiyū no Tsukurikata,MintCube,Entergram,Visual novel,Yes,,,,,,,,
Nisekoi: Yomeiri!?,Konami,Konami,Otome game Action,Yes,,,,,,,,
No Heroes Allowed: No Puzzles Either!,Acquire,Sony Computer Entertainment,Puzzle,No,,,,,,,,
Nobunaga no Yabō 201X,Koei Tecmo,Koei Tecmo,Puzzle,No,,,,,,,,
Nobunaga no Yabō: Sozō,Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Nobunaga no Yabō: Sozō - Sengoku Risshiden,Koei Tecmo,Koei Tecmo,Turn-based strategy,Yes,,,,,,,,
Nobunaga no Yabō: Sozō with Power-Up Kit (expansion),Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Nobunaga no Yabō: Tendō with Power-Up Kit,Tecmo Koei,Tecmo Koei,Turn-based strategy,Yes,,,,,,,,
Nobunaga no Yabō: Tenshouki with Power-Up Kit HD Version,Koei Tecmo,Koei Tecmo,Turn-based strategy,Yes,,,,,,,,
Nora to Oujo to Noraneko Heart 2,Harukaze,Harukaze,Visual novel,No,,,,,,,,
Nora to Ōjo to Noraneko Heart,Harukaze,Harukaze,Visual novel,Yes,,,,,,,,
Norman's Great Illusion,Sometimes You,Sometimes You,Simulation,No,,,,,,,,
Norn9: Act Tune,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Norn9: Last Era,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Norn9: Var Commons,Otomate,JP : Idea Factory WW : Aksys Games,Otome game,Yes,,,,,,,,
North,SometimesYou,SometimesYou,Adventure,Yes,,,,,,,,
North America,Japan,,Europe,,,,,,,,,
Nova-111,"Funktronic Labs, Curve Studios",Curve Digital,Puzzle,Yes,,,,,,,,
Nuclear Throne,Vlambeer,Vlambeer,Roguelike,Yes,,,,,,,,
Nun Attack,Frima Studio,Frima Studio,Action,No,,,,,,,,
Nurse Love Addiction [ ja ],Kogado Studio Shimarisu-san Team,Kogado Studio (JP) Degica (NA/EU),Visual novel,Yes,,,,,,,,
Nurse Love Syndrome,Kogado Studio Shimarisu-san Team,Kogado Studio (JP) Degica (NA/EU),Visual novel,Yes,,,,,,,,
OMG HD Zombies!,Laughing Jackal,Laughing Jackal,Action,Yes,,,,,,,,
Occultic;Nine,5pb.,5pb.,Visual novel,Yes,,,,,,,,
Oceanhorn: Monster of Uncharted Seas,"Cornfox & Bros., Engine Software",FDG Entertainment,Action-adventure,Yes,,,,,,,,
Octalide,Nihon Kogakuin College of Hachioji Development Team,Grasshopper Manufacture,Action,No,,,,,,,,
Octodad: Dadliest Catch,"Young Horses, Sickhead Games",Young Horses,Adventure,North America/Europe only (1-2 players),,,,,,,,
Oddworld: Munch's Oddysee HD,Just Add Water,Oddworld Inhabitants,Platform,Yes,,,,,,,,
Oddworld: New 'n' Tasty!,Just Add Water,Oddworld Inhabitants,Platform,No,,,,,,,,
Oddworld: Stranger's Wrath HD,Just Add Water,Oddworld Inhabitants,Action-adventure,No,,,,,,,,
Odin Sphere: Leifthrasir,Vanillaware,Atlus,Action role-playing,Yes,,,,,,,,
OlliOlli,Roll7,Roll7,Sports,Yes,,,,,,,,
OlliOlli2: Welcome to Olliwood,Roll7,Roll7,Sports,Yes,,,,,,,,
Omega Labyrinth,Matrix Software,D3 Publisher,Roguelike,Yes,,,,,,,,
Omega Labyrinth Z,Matrix Software,D3 Publisher,Roguelike,Yes,,,,,,,,
Omerta Code: Tycoon Kai [ ja ],Karin Chatnoir Omega,Karin Entertainment,Otome game,Yes,,,,,,,,
One Eyed Kutkh,Sometimes You,Sometimes You,Adventure,No,,,,,,,,
One More Dungeon,Stately Snail Ratalaika Games,Ratalaika Games,Roguelike,No,,,,,,,,
One Piece: Burning Blood,Spike Chunsoft,Bandai Namco Entertainment,Action,Yes,,,,,,,,
One Piece: Pirate Warriors 2,Omega Force,Bandai Namco Games,Action,Yes,,,,,,,,
One Piece: Pirate Warriors 3,Omega Force,Bandai Namco Entertainment,Action,Yes,,,,,,,,
One Piece: Unlimited World Red,Ganbarion,Bandai Namco Games,Action,Yes,,,,,,,,
One Tap Hero,Coconut Island,Shanghai Kena Information Technology,Platform,,,,,,,,,
One Word By POWGI,Lightwood Games,Lightwood Games,Simulation,No,,,,,,,,
Onigiri,CyberStep,CyberStep,MMORPG,No,,,,,,,,
Open Me!,PlayStation C.A.M.P.,Sony Computer Entertainment,Puzzle,No,,,,,,,,
Operation Abyss: New Tokyo Legacy,Experience,JP : 5pb. WW : NIS America,Dungeon crawler,Yes,,,,,,,,
Operation Babel: New Tokyo Legacy [ ja ],Experience,JP : 5pb. WW : NIS America,Dungeon crawler,Yes,,,,,,,,
Ore ni Hatarakette Iwaretemo Otsu HD [ ja ],e-Smile,e-Smile,Life simulation,Yes,,,,,,,,
Ore ni Hatarakette Iwaretemo Tori [ ja ],e-Smile,e-Smile,Life simulation,Yes,,,,,,,,
Oreshika: Tainted Bloodlines,Alfa System,Sony Computer Entertainment,Role-playing,Yes,,,,,,,,
Oretachi ni Tsubasa wa Nai,Navel,5pb.,Visual novel,Yes,,,,,,,,
Oretachi no Sekai wa Owatteiru,Wizard Soft,Red Entertainment,Visual novel,Yes,,,,,,,,
Orfleurs: Koufuku no Hanataba,A'sRing,Dramatic Create,Otome game,Yes,,,,,,,,
Organ Trail Complete Edition,The Men Who Wear Many Hats,The Men Who Wear Many Hats,Survival,Yes,,,,,,,,
Orgarhythm,"Acquire , Neilo",Acquire (JP) Xseed Games (NA/EU),Action/rhythm,Yes,,,,,,,,
Osomatsu-san The Game: Hachamecha Shuushoku Advice – Dead or Work,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Othello,Arc System Works,Arc System Works,Puzzle,Yes,,,,,,,,
Otoko Yūkaku [ ja ],"Vridge, Hitsujigumo",D3 Publisher,Otome game,Yes,,,,,,,,
Otome Riron to Sono Shūhen [ ja ],Navel,Dramatic Create,Visual novel,Yes,,,,,,,,
Ouka Sabaki Zan,Irodori,Dramatic Create,Visual novel Adventure,Yes,,,,,,,,
Oumagatoki: Kakuriyo no Enishi,Extend,Extend,Otome game,Yes,,,,,,,,
Owari no Seraph: Unmei no Hajimari,Bandai Namco Games,Bandai Namco Games,Turn-based strategy,Yes,,,,,,,,
Owaru Sekai to Birthday [ ja ],Cotton Soft,Entergram,Visual novel,Yes,,,,,,,,
Ozmafia!! Vivace [ ja ],Poni-Pachet,Dramatic Create,Otome game,Yes,,,,,,,,
Pachi Pachi On A Roll,Hidden Trap,Hidden Trap,Puzzle,No,,,,,,,,
Paint Park Plus,Sony Computer Entertainment,Sony Computer Entertainment,Application,No,,,,,,,,
Panda Run,4Hit,4Hit,Sports,No,,,,,,,,
Panic Palette,Takuyo,Takuyo,Visual novel,No,,,,,,,,
Pantsu Hunter: Back to the 90s,Ascension Dream,Sometimes You,Adventure,No,,,,,,,,
"Papers, Please",3909,3909,Puzzle,No,,,,,,,,
Paradox Soul,Ratalaika Games,Ratalaika Games,Metroidvania,Yes,,,,,,,,
Paranautical Activity,"Code Avarice, Digerati",Digerati (NA/EU) CrossFunction (JP),"Third-person shooter, roguelike",No,,,,,,,,
Parfait,Giga Daidai,Technical Group Laboratory,Visual novel,Yes,,,,,,,,
Pato Box,Bromio,Bromio,Fighting,No,,,,,,,,
Peasant Knight,"4AM Games, Ratalaika Games",Ratalaika Games,Platform,No,,,,,,,,
Penny-Punching Princess,Nippon Ichi Software,Nippon Ichi Software,Role-playing,Yes,,,,,,,,
Perils of Baking: Refrosted,Lillymo Games,Lillymo Games,Action,No,,,,,,,,
Period Cube: Shackles of Amadeus,Otomate,Idea Factory (JP) Aksys Games (NA/EU),Otome game,Yes,,,,,,,,
Persona 3: Dancing Moon Night,Atlus,Atlus,Rhythm,Yes,,,,,,,,
Persona 4 Golden,Atlus,Atlus (JP/NA) NIS America (EU),Role-playing,Yes,,,,,,,,
Persona 4: Dancing All Night,"Atlus , Dingo Inc.",Atlus (JP/NA) NIS America (EU),Rhythm,Yes,,,,,,,,
Persona 5: Dancing Star Night,Atlus,Atlus,Rhythm,Yes,,,,,,,,
Phantasy Star Nova,tri-Ace,Sega,Action role-playing,Yes,,,,,,,,
Phantasy Star Online 2,Sega,Sega,MMORPG,No,,,,,,,,
Phantom Breaker: Battle Grounds,5pb.,5pb.,Beat 'em up,Yes,,,,,,,,
Phineas and Ferb: Day of Doofensmirtz,Virtual Toys,Sony Computer Entertainment,Platform,No,,,,,,,,
Photo Kano Kiss,"Dingo Inc. , Enterbrain",Kadokawa Games,Dating sim,No,,,,,,,,
Photo Kano Kiss AR,Dingo Inc.,Kadokawa Games,Application,No,,,,,,,,
Photon Cubed,Smileaxe,Smileaxe,Puzzle,No,,,,,,,,
Pic-a-Pix Classic,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Pic-a-Pix Classic 2,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Pic-a-Pix Color,Lightwood Games,Lightwood Games,Puzzle,Yes,,,,,,,,
Pic-a-Pix Color 2,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Pic-a-Pix Pieces,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Pic-a-Pix Pieces 2,Lightwood Games,Lightwood Games,Puzzle,No,,,,,,,,
Picotto Knights,GungHo Online Entertainment,GungHo Online Entertainment,Action role-playing,No,,,,,,,,
Pinball Heroes: Complete,San Diego Studio,Sony Computer Entertainment,Pinball,Yes,,,,,,,,
Piofiore no Banshō,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Pirate Solitaire,Creobit,4Hit,Puzzle,No,,,,,,,,
Pix the Cat,Pastagames,Pastagames,Arcade,Yes,,,,,,,,
Pixel Hunter,Lemondo Entertainment,Lemondo Entertainment,Sidescroller,Yes,,,,,,,,
Pixeljunk Monsters Ultimate HD,Double Eleven : Q-Games,Double Eleven,Tower defense,Yes,,,,,,,,
Pixeljunk Shooter Ultimate,Double Eleven : Q-Games,Double Eleven,Shooter,Yes,,,,,,,,
Plague Road,Arcade Distillery,Arcade Distillery,Roguelike,Yes,,,,,,,,
Planet RIX-13,Sometimes You,Sometimes You,Adventure,No,,,,,,,,
Plantera,VaragtP Ratalaika Games,Ratalaika Games,Simulation,No,,,,,,,,
Plants vs. Zombies,PopCap Games,Electronic Arts,Tower defense,Yes,,,,,,,,
Plastic Memories,5pb.,5pb.,Visual novel,Yes,,,,,,,,
PlayStation All-Stars Battle Royale,SuperBot Entertainment Santa Monica Studio Bluepoint Games,Sony Computer Entertainment,Fighting,No,,,,,,,,
PlayStation Vita Pets,Spiral House XDev,Sony Computer Entertainment,Pet-raising simulation,No,,,,,,,,
Playstation Home Arcade,Sony Computer Entertainment,Sony Computer Entertainment,Arcade,No,,,,,,,,
Pocket God vs. Desert Ashes,"Nine Tales Digital, Bolt Creative",Nine Tales Digital,Tower defense,Yes,,,,,,,,
Pocket RPG,Crescent Moon Games,Tasty Poison Games,Role-playing,Yes,,,,,,,,
Polara,Flyhigh Works,Flyhigh Works (JP) Qubic Games (NA),Platform,Yes,,,,,,,,
Poltergeist: A Pixelated Horror,Glitchy Pixel,Glitchy Pixel,Puzzle,Yes,,,,,,,,
Possession Magenta,HuneX,Comfort,Otome game,Yes,,,,,,,,
Power Pro Stadium,Baseball Content Studio,Konami,Card game,Yes,,,,,,,,
PoxNora,Desert Owl Games,Desert Owl Games,Turn-based strategy,No,,,,,,,,
Present for You,Nail,Daidai Inc.,Visual novel,Yes,,,,,,,,
PriministAr,Hooksoft,Entergram,Visual novel,Yes,,,,,,,,
Prince of Stride,"Vridge, Kadokawa Games",Kadokawa Games,Otome game,Yes,,,,,,,,
Princess Arthur,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Princess Strike!,Atu Works,Daidai,Visual novel,Yes,,,,,,,,
Pro Yakyū Spirits 2012,Baseball Content Studio,Konami,Sports,No,,,,,,,,
Pro Yakyū Spirits 2013,Baseball Content Studio,Konami,Sports,Yes,,,,,,,,
Pro Yakyū Spirits 2014,Baseball Content Production,Konami,Sports,Yes,,,,,,,,
Pro Yakyū Spirits 2015,Baseball Content Production,Konami,Sports,Yes,,,,,,,,
Pro Yakyū Spirits 2019,Baseball Content Production,Konami,Sports,Yes,,,,,,,,
Project Root,OPQAM,JP : CrossFunction WW : Reverb Triple XP,Shoot 'em up,No,,,,,,,,
Proteus,Ed Key David Kanaga Curve Studios,Curve Digital,Exploration,Yes,,,,,,,,
Psychedelica of the Ashen Hawk,Otomate,JP : Idea Factory WW : Aksys Games,Visual novel,Yes,,,,,,,,
Psychedelica of the Black Butterfly,Otomate,JP : Idea Factory WW : Aksys Games,Visual novel,Yes,,,,,,,,
PsychicEmotion6,Otomate,Idea Factory,Otome game,Yes,,,,,,,,
Psycho-Pass: Mandatory Happiness,Unico,JP : 5pb. WW : NIS America,Visual novel,Yes,,,,,,,,
Puddle,Neko Entertainment,Neko Entertainment,Puzzle-platform,Yes,,,,,,,,
Puella Magi Madoka Magica: The Battle Pentagram,Artdink,Bandai Namco Games,Action,Yes,,,,,,,,
PulzAR,Exient Entertainment XDev,Sony Computer Entertainment,Puzzle,No,,,,,,,,
Pumped BMX +,"Yeah, Us! Curve Studios",Curve Digital,Platform,No,,,,,,,,
Punch Line,5pb.,5pb.,Adventure,Yes,,,,,,,,
Puramai Wars V,ASa Project,Entergram,Visual novel,Yes,,,,,,,,
Pure Chess,VooFoo Studios,Ripstone,Board game,Yes,,,,,,,,
Pushy and Pully in Blockland,Resistance Studio,EastAsiaSoft,Puzzle,No,,,,,,,,
Putty Squad,System 3 East Point Software,Maximum Games,Platform,No,,,,,,,,
Puyo Puyo Tetris,Sonic Team,Sega,Puzzle,Yes,,,,,,,,
Puzzle by Nikoli V Slitherlink,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Puzzle by Nikoli V Sudoku,Hamster Corporation,Hamster Corporation,Puzzle,Yes,,,,,,,,
Q*bert Rebooted,Gonzo Games Sideline Amusements,Loot Interactive,Puzzle,Yes,,,,,,,,
Quell Memento,Fallen Tree Games,Fallen Tree Games,Puzzle,Yes,,,,,,,,
RE:VICE[D],Otomate Design Factory,Idea Factory,Otome game,Yes,,,,,,,,
ROOT∞REXX,Otomate,Idea Factory,Otome game Rhythm,Yes,,,,,,,,
Rabi Laby,Silver Star,Silver Star,Puzzle,No,,,,,,,,
Rabi-Ribi,CreSpirit,NA : Sekai Project EU : PQube,Platform,No,,,,,,,,
Race the Sun,Flippfly,Flippfly,Endless runner,Yes,,,,,,,,
